"date","solar_mj_m2_d","tmax","tmin","tavg"
2009-04-17,22.41,0.76,-7.65,-2.05
2009-04-18,23.56,0.78,-3.54,-0.89
2009-04-19,18.3,1.23,-3.7,-0.59
2009-04-20,20.78,2.27,-1.96,0.7
2009-04-21,25.73,2.52,-0.34,1.29
2009-04-22,17.57,1.57,0.22,0.84
2009-04-23,10.08,0.18,-9.47,-4.69
2009-04-24,18.86,-1.52,-13.45,-6.6
2009-04-25,12.76,0.36,-9.82,-3.24
2009-04-26,15.93,0.01,-5.06,-2.57
2009-04-27,12.55,-3.49,-7.02,-5.12
2009-04-28,13.14,-4.53,-7.58,-6.13
2009-04-29,17.49,-3.72,-8.62,-6.58
2009-04-30,20.02,-1.05,-8.99,-5.08
2009-05-01,23.26,0.79,-9.69,-3.08
2009-05-02,25.07,0.9,-9.71,-2.84
2009-05-03,13.02,1.34,-4.28,-0.29
2009-05-04,22.04,2.03,-2.92,-0.14
2009-05-05,15.51,3.12,-0.34,1.24
2009-05-06,13.91,4.46,-1.48,1.22
2009-05-07,15.29,2.07,-1.02,0.46
2009-05-08,16.55,4.89,-2.36,0.67
2009-05-09,20.99,8.04,-1.71,3.33
2009-05-10,21.62,7.66,0.45,4.02
2009-05-11,11.41,9.11,0.77,4.27
2009-05-12,16.32,2.95,-1.62,0.64
2009-05-13,15.52,5.68,-2.75,1.24
2009-05-14,12.81,4.29,-0.7,1.37
2009-05-15,23.26,7.79,-1.58,2.85
2009-05-16,26.11,12.88,-0.74,6.28
2009-05-17,24.91,16,2.3,9.12
2009-05-18,28.59,18.13,1.73,10.64
2009-05-19,14.62,10.97,-0.02,6.44
2009-05-20,17.87,4.1,-2.49,1.19
2009-05-21,26.98,11,-2.45,4.77
2009-05-22,30.3,14.31,-2.24,5.72
2009-05-23,28.61,17.43,2.13,11.38
2009-05-24,25.42,15,5.93,11.06
2009-05-25,21.19,14.28,3.85,9.25
2009-05-26,25.64,16.2,3.89,9.94
2009-05-27,27.37,14.33,3.6,8.85
2009-05-28,28.32,16.68,2.44,10.14
2009-05-29,29.5,20.88,7.48,14.25
2009-05-30,27.39,20.28,6.88,13.92
2009-05-31,26.99,17.95,6.75,12.97
2009-06-01,24.99,11.77,-0.96,5.7
2009-06-02,30.25,14.31,-2.63,5.91
2009-06-03,32.19,17.98,-0.74,9.17
2009-06-04,30.92,18.76,4.22,11.07
2009-06-05,22.86,18.59,-0.25,9.16
2009-06-06,16.32,3.83,-3.56,0.41
2009-06-07,26.1,9.01,-4.51,1.97
2009-06-08,14.53,5.52,-2.43,1.26
2009-06-09,19.81,9.99,-2.91,3.84
2009-06-10,29.68,15.45,-1.69,7.69
2009-06-11,26.63,15.9,3.54,10.64
2009-06-12,26.63,18.48,7,13.8
2009-06-13,24.54,18.52,9.27,14.37
2009-06-14,20.62,19.27,9.42,14.15
2009-06-15,16.67,18.19,8.63,12.79
2009-06-16,23.5,17.46,7.72,12.66
2009-06-17,17.9,16.74,7.12,11.07
2009-06-18,22.08,15.64,5.91,10.39
2009-06-19,10.59,12.39,4.65,8.47
2009-06-20,21.48,16.13,5.89,9.98
2009-06-21,17.16,15.03,4.59,9.81
2009-06-22,9.45,8.84,3.09,5.44
2009-06-23,23.25,14.54,2.72,8.56
2009-06-24,28.26,19.39,5.42,12.8
2009-06-25,28.24,15.8,4.32,11.49
2009-06-26,23.13,14.53,3.08,9.14
2009-06-27,31.71,16.45,1.64,9.68
2009-06-28,32.1,18.42,3.75,12.02
2009-06-29,32.08,18.09,6.88,12.44
2009-06-30,32.46,17.98,4.32,11.77
2009-07-01,32.24,18.04,2.48,10.94
2009-07-02,32.28,21.47,5.01,14.78
2009-07-03,30.1,18.94,7.3,13.46
2009-07-04,28.47,22.22,5.7,15.86
2009-07-05,20.4,22.73,10.14,15.76
2009-07-06,14.8,16.34,5.49,11.67
2009-07-07,25.34,14.9,3.54,9.36
2009-07-08,20.87,12.68,3.4,8.59
2009-07-09,20.75,14.13,3.01,10.07
2009-07-10,24.5,17.91,6.2,12.79
2009-07-11,27.85,21.92,8.22,14.87
2009-07-12,18.88,22.96,9.3,15.88
2009-07-13,5.59,13.05,6.07,10.36
2009-07-14,16.46,14.39,6.38,10.34
2009-07-15,26.05,17.99,7.01,13.21
2009-07-16,29.33,21.37,10.25,16.55
2009-07-17,29.71,23.65,12.92,18.87
2009-07-18,27.16,23.97,12.78,18
2009-07-19,30.46,19.91,8.67,14.34
2009-07-20,30.35,20.07,4.76,13.9
2009-07-21,30.04,22.66,8.72,16.62
2009-07-22,29.85,24.19,12.68,18.64
2009-07-23,23.3,25.47,13.87,19.48
2009-07-24,23.89,22.19,11.6,16.84
2009-07-25,26.19,26.24,11.99,19.29
2009-07-26,17.15,27.08,12.36,17.51
2009-07-27,23.47,20.01,10.57,15.65
2009-07-28,20.48,18.33,8.24,13.82
2009-07-29,22.57,16.13,6.29,11.39
2009-07-30,27.21,21.16,6.21,14.16
2009-07-31,26.73,19.79,7.54,13.72
2009-08-01,26.12,24.45,10.48,17.49
2009-08-02,25.06,23.21,8.85,17.4
2009-08-03,21.59,23.99,11.2,18.04
2009-08-04,22.35,22.39,8.31,15.08
2009-08-05,20.71,22.97,8,14.49
2009-08-06,16.99,21.11,10.17,14.1
2009-08-07,16.1,11.17,6.12,9.15
2009-08-08,17.04,15.29,3.86,9.98
2009-08-09,17.86,18.99,7.71,12.53
2009-08-10,23.85,21.09,6.22,13.8
2009-08-11,24.8,22.28,9.18,15.17
2009-08-12,8,15.94,8.59,12.49
2009-08-13,8.68,12.9,6.72,9.87
2009-08-14,11.57,11.37,4.76,7.96
2009-08-15,15.84,9.7,3.71,6.34
2009-08-16,16.2,13.28,3.34,8.57
2009-08-17,20.68,17.16,3.86,10.86
2009-08-18,21.73,20.92,6.14,13.32
2009-08-19,25.47,22.02,8.14,15.28
2009-08-20,24,24.97,6.33,16.42
2009-08-21,23.86,26.41,10.72,18.23
2009-08-22,25.28,21.16,8.24,15.17
2009-08-23,22.2,20.3,8.39,13.5
2009-08-24,24.96,19.32,4.46,12.15
2009-08-25,24.11,23.27,5.29,14.51
2009-08-26,21.51,22.07,8.5,14.85
2009-08-27,19.46,25.21,8.46,16.16
2009-08-28,24.06,28.14,8.08,16.74
2009-08-29,11.07,22.01,8.55,13.55
2009-08-30,21.68,23.13,7.2,14.81
2009-08-31,20.68,24.24,10.24,16.79
2009-09-01,20.05,26.46,11.21,18.77
2009-09-02,21.37,26.66,14.06,19.64
2009-09-03,15.78,24.8,8.08,17.27
2009-09-04,21.05,19.44,6.51,12.76
2009-09-05,15.16,26.52,5,15.3
2009-09-06,9.92,12.75,5.05,9.86
2009-09-07,9.92,11.56,3.53,6.79
2009-09-08,17.45,13.86,2.39,6.82
2009-09-09,16.17,17.11,1.75,9.45
2009-09-10,19.29,18.68,3.77,10.69
2009-09-11,21.16,20,2.25,10.19
2009-09-12,20.95,25.18,3.86,13.14
2009-09-13,20.74,18.87,4.06,11.04
2009-09-14,16.82,22.43,5.71,13.24
2009-09-15,18.98,24.95,7.08,15.74
2009-09-16,18.78,26.92,10.7,19.04
2009-09-17,11.92,19.28,8.05,14.28
2009-09-18,19.26,23.75,6.02,14.97
2009-09-19,13.18,23.1,7.07,14.23
2009-09-20,12.47,9.49,0.61,6.2
2009-09-21,18.04,16.96,-0.18,7.48
2009-09-22,18.06,24.11,4.58,13.05
2009-09-23,18.26,26.53,7.78,16.36
2009-09-24,17.94,25.39,7,15.85
2009-09-25,17.63,22.62,4.37,13.01
2009-09-26,17.67,18.73,3.69,11.66
2009-09-27,18.12,14.08,-1,5.76
2009-09-28,15.76,21.74,-2.05,9.56
2009-09-29,11.24,12.65,0.84,6.53
2009-09-30,9.2,3.83,-3.34,0.73
2009-10-01,6.91,5.26,-4.37,-0.42
2009-10-02,6.28,6.91,-4.39,1.41
2009-10-03,8.35,5.87,-2.67,0.44
2009-10-04,9.53,1.65,-4.27,-1.89
2009-10-05,13.52,3.89,-5.13,-1.77
2009-10-06,12.81,7.66,-4.08,0.87
2009-10-07,6.57,0.03,-6.48,-3.25
2009-10-08,9.91,2.67,-10.51,-4.12
2009-10-09,12.25,-6.91,-15.45,-10.91
2009-10-10,14.47,-6.44,-15.74,-11.93
2009-10-11,13.58,-5.73,-16.35,-11.37
2009-10-12,13.92,-0.27,-14,-7.2
2009-10-13,9.32,3.28,-7.91,-3.17
2009-10-14,4.21,1.89,-2.91,0.02
2009-10-15,6.78,1.94,-0.32,0.97
2009-10-16,5.65,3.01,-0.52,1.19
2009-10-17,8.16,12.2,0.8,5.04
2009-10-18,8.15,7.14,1.06,3.55
2009-10-19,10.05,5.27,-2.11,1.09
2009-10-20,6.54,6.46,-2.18,1.24
2009-10-21,4.34,5.23,-1.88,1.03
2009-10-22,7.07,5.37,-2.63,0.98
2009-10-23,2.7,2.39,-0.53,0.46
2009-10-24,7.66,2.65,-6.43,-0.86
2009-10-25,9.09,1.86,-5.52,-2.05
2009-10-26,2.16,1.36,-2.78,-0.85
2009-10-27,4.31,-1.87,-5.89,-3.45
2009-10-28,4.6,-2.14,-10.03,-5.66
2009-10-29,3.69,-4.23,-10.63,-6.79
2009-10-30,2.23,1.72,-5.82,-1.41
2009-10-31,4.68,5.46,-1.06,2.13
2009-11-01,8.16,1.67,-4.91,-2.05
2009-11-02,5.53,-0.27,-8.8,-4.49
2009-11-03,9.48,1.49,-7.31,-3.96
2009-11-04,8.85,5.04,-5.68,-1.11
2009-11-05,7.09,6.44,-3.86,0.62
2009-11-06,3.35,1.37,-2.01,-0.13
2009-11-07,4.14,0.6,-2.64,-1.67
2009-11-08,3.89,-1.51,-5.02,-3.29
2009-11-09,7.8,1.77,-8.1,-3.55
2009-11-10,5.46,0.55,-4.37,-2.15
2009-11-11,3.21,0.02,-9.43,-3.86
2009-11-12,6.38,-3.06,-11.88,-7.97
2009-11-13,3.43,-3.74,-8.43,-6.44
2009-11-14,3.7,-5.15,-11.43,-7.62
2009-11-15,3.94,-4.66,-10.71,-7.29
2009-11-16,5.57,-0.33,-7.56,-3.87
2009-11-17,2.47,2.27,-2.21,-0.53
2009-11-18,4.43,-2,-7.34,-3.77
2009-11-19,2.14,-1.32,-8.61,-5.18
2009-11-20,3.75,2.49,-7.14,-2.7
2009-11-21,3.6,-1.93,-6.8,-4.72
2009-11-22,1.88,-3.5,-9.99,-6.49
2009-11-23,2.26,-4,-6.04,-5.25
2009-11-24,2.61,-3.01,-9,-5.89
2009-11-25,3.38,0.21,-6.68,-2.49
2009-11-26,2.96,0.06,-5.43,-2.94
2009-11-27,2.69,-0.86,-14.47,-4.22
2009-11-28,2.12,-5.83,-19.57,-10.93
2009-11-29,2.16,-2.66,-6.14,-4.32
2009-11-30,2.36,-1.8,-8.69,-3.83
2009-12-01,6.13,-8.94,-17.55,-13.5
2009-12-02,5.53,-11.89,-22.09,-18.2
2009-12-03,4.17,-13.14,-24.11,-18.55
2009-12-04,3.25,-10.93,-16.53,-13.08
2009-12-05,2.8,-11.48,-18.75,-14.49
2009-12-06,3.48,-19.25,-26.21,-22.52
2009-12-07,5.98,-23.86,-33.28,-28.34
2009-12-08,6.25,-21.77,-35.36,-30.37
2009-12-09,4.18,-18.18,-30.1,-21.48
2009-12-10,3.57,-15.32,-19.61,-16.96
2009-12-11,3.29,-11.42,-17.73,-13.91
2009-12-12,1.74,-12.88,-26.07,-18.14
2009-12-13,2.02,-20.37,-26.3,-23.6
2009-12-14,3.27,-14.81,-26.31,-21.1
2009-12-15,1.25,-1.99,-12.91,-5.19
2009-12-16,1.81,-1.02,-1.86,-1.57
2009-12-17,2.88,-1.17,-7.94,-3.12
2009-12-18,2.18,-3.64,-8.9,-5.72
2009-12-19,1.87,-2.36,-6.76,-3.93
2009-12-20,1.08,0.01,-5.96,-2.52
2009-12-21,1.26,-0.17,-5.42,-2.4
2009-12-22,2.92,-3.22,-10.74,-7.97
2009-12-23,4.26,-10.99,-23.67,-17.38
2009-12-24,3.29,-15.22,-23.82,-19.98
2009-12-25,4.43,-8.81,-20.16,-14.77
2009-12-26,4.66,-6.74,-15.93,-11.9
2009-12-27,5.11,-4.12,-14.57,-9.75
2009-12-28,4,-11.68,-21.69,-15.38
2009-12-29,3.2,-9.25,-14.16,-12.39
2009-12-30,2.69,-9.24,-14.33,-12.51
2009-12-31,2.54,-8.05,-15.32,-11.79
2010-01-01,2.31,-1.74,-13.01,-5.75
2010-01-02,2.7,-2.05,-8.26,-3.9
2010-01-03,2.64,-2.64,-8.69,-6.41
2010-01-04,1.8,-6.11,-10.21,-8.52
2010-01-05,2.37,-9.06,-21.15,-13.96
2010-01-06,6.03,-16.38,-25.33,-21.66
2010-01-07,6.11,-12.7,-23.48,-19.84
2010-01-08,5.45,-10.84,-22.14,-16.65
2010-01-09,3.71,-6.78,-15.96,-9.5
2010-01-10,3.78,-2.72,-7.22,-5.56
2010-01-11,2.36,-2.32,-7.7,-5.18
2010-01-12,2.14,0.24,-2.97,-0.54
2010-01-13,3.89,0.16,-0.98,-0.08
2010-01-14,2.42,-0.95,-4.25,-2.5
2010-01-15,2.7,-1.34,-6.44,-3.73
2010-01-16,3.19,-0.42,-6.89,-2.64
2010-01-17,4.26,-0.45,-7.29,-4.16
2010-01-18,4.08,0.07,-10.02,-3.6
2010-01-19,2.48,-1.42,-10.27,-5.06
2010-01-20,4.41,-1.94,-10.3,-6.72
2010-01-21,3.48,-2.95,-12.06,-8.44
2010-01-22,6.19,-8.32,-13.58,-11.46
2010-01-23,4.99,-10.33,-14.67,-12.87
2010-01-24,4.58,-7.29,-17.37,-13.8
2010-01-25,3.66,-6.02,-16.82,-11.31
2010-01-26,5.63,-8.81,-18.79,-13.42
2010-01-27,6.48,-7.56,-19.54,-14.17
2010-01-28,5.69,-6.31,-16.16,-10.29
2010-01-29,7.05,-2.82,-10.16,-6.88
2010-01-30,3.17,-5.73,-11.47,-8.92
2010-01-31,3.92,-7.34,-12.94,-10.8
2010-02-01,4.81,-4.41,-13.38,-8.89
2010-02-02,3.79,-3.35,-9.18,-6.66
2010-02-03,6.09,-2.19,-9.62,-6.87
2010-02-04,5.75,-2.56,-10.58,-7.45
2010-02-05,3.84,-0.53,-11.33,-5.85
2010-02-06,5.33,-1.84,-11.07,-6.25
2010-02-07,5.91,-2.43,-12.12,-8.57
2010-02-08,3.06,-5.62,-14.63,-10.16
2010-02-09,4.81,-7.22,-16.43,-12.4
2010-02-10,4.54,-5.07,-13.93,-9.28
2010-02-11,4.84,-3.21,-9.3,-5.84
2010-02-12,4.69,-0.63,-3.21,-2.2
2010-02-13,5.52,-1.44,-9.31,-3.51
2010-02-14,6.07,-2.09,-11.52,-6.5
2010-02-15,6.22,-0.46,-8.27,-3.81
2010-02-16,3.7,-1.28,-9.63,-4.46
2010-02-17,6.98,-2.38,-11.94,-6.69
2010-02-18,7.32,-4.18,-13.16,-8.97
2010-02-19,8.56,-6.58,-15.38,-11.31
2010-02-20,10.15,-8.56,-19.77,-13.45
2010-02-21,13.04,-9.81,-20.54,-15.79
2010-02-22,12.31,-7.84,-16.12,-11.4
2010-02-23,12.74,-5.11,-14.26,-10.71
2010-02-24,4.65,-2.25,-13.78,-5.99
2010-02-25,8.3,-1.14,-7.03,-3.88
2010-02-26,10.6,0,-8.21,-4.18
2010-02-27,7.43,0.14,-4.08,-1.11
2010-02-28,13.33,0.03,-8.07,-2.91
2010-03-01,13.73,-0.01,-8.29,-4.24
2010-03-02,8.92,0.2,-6.94,-3.09
2010-03-03,10.6,1.04,-3.95,-0.75
2010-03-04,9.42,-0.35,-8.66,-3.43
2010-03-05,14.46,-1.74,-10.1,-6.56
2010-03-06,15.66,-0.03,-9.96,-5.64
2010-03-07,14.39,0.2,-10.38,-5.32
2010-03-08,8.56,-0.02,-9.82,-3.99
2010-03-09,7.72,-3.82,-11.22,-6.93
2010-03-10,11.12,-5.86,-15.16,-10.21
2010-03-11,9.43,-2.63,-14.61,-7.17
2010-03-12,12.96,0.38,-6.39,-3.06
2010-03-13,12.49,-2.02,-10.27,-4.73
2010-03-14,17.32,-1.34,-12.55,-7.18
2010-03-15,14.36,0.28,-11.21,-3.68
2010-03-16,12.11,0.93,-2.92,-0.44
2010-03-17,12.37,0.26,-7.96,-2
2010-03-18,13.11,-0.65,-9.17,-5.12
2010-03-19,16.9,-3.07,-13.18,-8.28
2010-03-20,16.66,0.81,-14.69,-5.97
2010-03-21,6.55,0.89,-6.3,-1.32
2010-03-22,10.83,0.47,-5.18,-1.21
2010-03-23,14.68,0.55,-8.03,-3.47
2010-03-24,17.97,0.81,-8.61,-3.95
2010-03-25,11.95,0.71,-7.66,-2.29
2010-03-26,10.86,0.48,-2.62,-0.97
2010-03-27,16.87,0.8,-4.97,-2.01
2010-03-28,10.1,0.99,-6.35,-1.2
2010-03-29,5.56,0.98,-2.3,-0.08
2010-03-30,13.62,-1.34,-4.68,-3.07
2010-03-31,12.18,-1.26,-9.11,-4.4
2010-04-01,13.08,-1.56,-10.72,-6.26
2010-04-02,12.01,-2.4,-11.58,-5.57
2010-04-03,11.38,-2.79,-6.51,-4.75
2010-04-04,15.22,-1.85,-9.74,-5.21
2010-04-05,14.8,0.88,-12.04,-4.06
2010-04-06,11.96,-1.42,-4.93,-3.28
2010-04-07,9.99,0.49,-5.59,-2.27
2010-04-08,7.36,-0.27,-7.58,-3.68
2010-04-09,10.96,-3.84,-10.6,-6.61
2010-04-10,22.22,-1.59,-12.14,-6.89
2010-04-11,9.49,-3.18,-7.62,-5.71
2010-04-12,9.57,-0.44,-6.91,-3.78
2010-04-13,6.13,0.39,-6.91,-2.3
2010-04-14,8.84,0.82,-2.92,-0.51
2010-04-15,18.66,0.87,-6.88,-1.97
2010-04-16,23.04,2.94,-6.51,0.27
2010-04-17,15.69,3.9,0.98,2.39
2010-04-18,16.11,5.32,0.24,2.16
2010-04-19,24.65,10.21,-0.34,4.45
2010-04-20,24.3,12.22,-0.64,4.93
2010-04-21,22.59,16.16,-1.83,7.74
2010-04-22,9.35,7.24,0.79,3.76
2010-04-23,24.99,7.38,-3.22,1.88
2010-04-24,15.78,3.06,-2.59,0.03
2010-04-25,19.2,4.25,-4.23,0.17
2010-04-26,21.47,9.3,-2.65,2.91
2010-04-27,6.58,8.88,0.1,4.16
2010-04-28,4.12,1.73,-1.73,-0.44
2010-04-29,9.69,0.31,-6.49,-1.13
2010-04-30,17.86,1.56,-10.66,-3.31
2010-05-01,13.57,2.57,-6.42,-1.23
2010-05-02,16.31,4.45,-3.27,0.84
2010-05-03,11.88,5.18,-2.44,0.49
2010-05-04,12.98,0.8,-4.25,-1.82
2010-05-05,14.51,-3.01,-9.62,-5.83
2010-05-06,19.4,-0.75,-9.11,-4.58
2010-05-07,16.85,2.09,-5.91,-2.29
2010-05-08,9.74,1.66,-5.3,-1.26
2010-05-09,17.62,4.33,-4.01,0.75
2010-05-10,23.37,7.12,-3.3,1.62
2010-05-11,20.37,7.68,-3.84,1.72
2010-05-12,26.42,12.08,-1.76,5.31
2010-05-13,23.92,14.6,0.52,7.43
2010-05-14,23.84,14.09,3.04,8.74
2010-05-15,23.25,15.22,3.95,10.06
2010-05-16,21.29,18.23,5.86,11.96
2010-05-17,23.31,20.77,6.14,14.66
2010-05-18,16.56,17.25,5.44,11.36
2010-05-19,21.3,13.51,4.12,7.78
2010-05-20,17.99,6.08,-1.72,1.26
2010-05-21,22.07,5.62,-2.93,1.02
2010-05-22,24.14,6.52,-2.81,2.04
2010-05-23,22.05,6.9,-3.57,2.27
2010-05-24,16.7,5.57,-1.59,2.24
2010-05-25,17.85,11.06,-1.33,5.41
2010-05-26,17.99,13.06,0.23,7.1
2010-05-27,6.74,4.99,-2.43,2.44
2010-05-28,13.27,6.28,-2.41,2.16
2010-05-29,10.3,5.6,-1.02,2.17
2010-05-30,13.34,8.22,0.12,4.03
2010-05-31,11.24,10.35,0.31,5.7
2010-06-01,18.04,11.98,2.67,6.94
2010-06-02,9.49,10.5,1.47,6.29
2010-06-03,25.84,9.01,0.61,5.53
2010-06-04,8.61,9.82,0.81,5.68
2010-06-05,21.87,10.93,3.22,6.51
2010-06-06,18.56,13.49,3.22,8.36
2010-06-07,21.38,12.64,5.14,8.45
2010-06-08,25.23,14.24,4.04,8.93
2010-06-09,12.19,11.51,2.58,7.27
2010-06-10,17.72,10.84,2.59,6.26
2010-06-11,21.62,11.76,0.09,6.3
2010-06-12,31.84,17.22,1.24,9.41
2010-06-13,32.32,18.45,3.26,11.03
2010-06-14,23.77,16.94,3.88,10.77
2010-06-15,25.63,15.09,1.22,8.46
2010-06-16,5.83,8.05,0.96,4.21
2010-06-17,5.64,2.95,0.1,1.35
2010-06-18,15.74,12.35,1.21,6.68
2010-06-19,28.18,18.16,3.81,11.35
2010-06-20,20.32,14.72,5.45,10.43
2010-06-21,10.66,8.5,4.81,6.25
2010-06-22,17.21,15.65,4.65,9.65
2010-06-23,22.94,17.45,5.96,12.69
2010-06-24,25.75,18.24,7.58,13.16
2010-06-25,21.86,17.25,6.63,12.43
2010-06-26,29.42,16.89,4.81,11.22
2010-06-27,30.06,18.76,4.53,12.36
2010-06-28,30.2,21.18,6.43,15.26
2010-06-29,27.36,21.89,10.45,15.9
2010-06-30,31.72,15.03,6,10.49
2010-07-01,19.42,15.03,5.56,10.06
2010-07-02,14.49,11.96,3.56,7.52
2010-07-03,15.56,10.87,4.3,7.56
2010-07-04,13.18,12.79,3.79,8.04
2010-07-05,20.22,11.68,4.59,7.81
2010-07-06,24.48,14.84,4.09,10.38
2010-07-07,29.08,19.86,7.01,14.2
2010-07-08,31.24,21.95,8.08,15.94
2010-07-09,30.52,22.19,11.35,16.73
2010-07-10,22.7,20.69,10.45,15.79
2010-07-11,24.34,18.34,9.44,13.7
2010-07-12,24.26,16.9,4.97,12.44
2010-07-13,19.3,10.49,2.76,6.78
2010-07-14,27.18,16.13,4,9.58
2010-07-15,29.24,19.78,4.98,13.11
2010-07-16,29.71,20.45,8.03,14.42
2010-07-17,28.13,20.65,7.47,15.34
2010-07-18,27.52,19.84,10.17,15.26
2010-07-19,22.31,16.87,9.1,12.78
2010-07-20,23.98,22.43,6.95,13.79
2010-07-21,26.39,19.08,5.18,13.13
2010-07-22,14.99,17.54,6.98,12.57
2010-07-23,21.81,16.29,7.67,11.44
2010-07-24,29.83,20.79,7.38,14.34
2010-07-25,29.63,23.34,10.18,17.29
2010-07-26,29.24,23.25,10.77,17.64
2010-07-27,19.85,21.03,9.16,13.88
2010-07-28,26.26,22.25,9.06,16.43
2010-07-29,21.26,20.38,11.76,16.17
2010-07-30,16.61,22.58,11.6,17.68
2010-07-31,20.1,23.25,11.02,16.75
2010-08-01,20.28,18.93,7.92,14.04
2010-08-02,16.72,17.77,6.75,13.45
2010-08-03,19.4,18.98,6.67,12.97
2010-08-04,24.35,18.51,6.86,12.26
2010-08-05,26.55,23.35,6.34,15.29
2010-08-06,17.72,21.79,9.83,16.03
2010-08-07,22.96,20.09,8.09,13.99
2010-08-08,14.48,17.19,8.92,12.76
2010-08-09,23.36,20.75,9.06,14.64
2010-08-10,17.51,17.23,7.64,12.46
2010-08-11,17.15,16.21,8.23,12.28
2010-08-12,16.54,17.38,5.31,11.89
2010-08-13,19.7,13.46,5.19,8.48
2010-08-14,21.32,16.86,5.75,10.55
2010-08-15,26.16,20.2,5.16,12.35
2010-08-16,25.94,22.75,7.08,15.51
2010-08-17,23.51,23.16,10.63,16.38
2010-08-18,23.78,23.62,9.16,16
2010-08-19,25.8,19.67,6.92,12.98
2010-08-20,25.9,18.77,4.69,12.25
2010-08-21,19.54,22.19,9.04,15.92
2010-08-22,11.55,13.09,5.58,9.64
2010-08-23,19.87,14.25,2.97,8.31
2010-08-24,24.74,19.45,3.17,11.91
2010-08-25,24.78,23.53,8.59,16.05
2010-08-26,20.16,26.75,9.73,17.64
2010-08-27,18.51,12.71,4.19,8.13
2010-08-28,13.77,10.1,2.65,6.28
2010-08-29,11.43,7.43,1.13,3.58
2010-08-30,17.51,12.82,2.32,7.3
2010-08-31,8.09,11,2.01,5.47
2010-09-01,13.27,10.43,1.4,5.6
2010-09-02,22.47,15.37,0.86,8.56
2010-09-03,21.88,19.74,6.87,12.48
2010-09-04,18.67,18.81,3.98,11.9
2010-09-05,9.53,8.8,1.4,4.43
2010-09-06,11.94,9.47,-0.96,4.62
2010-09-07,10.22,12.33,2.8,7.01
2010-09-08,13.42,15.58,3.95,8.19
2010-09-09,8.32,8.75,3.82,5.69
2010-09-10,8.93,8.61,3.11,5.01
2010-09-11,12.98,11.99,2.23,6.21
2010-09-12,18.47,15.55,1.32,8.37
2010-09-13,17.22,16.92,4.34,10.08
2010-09-14,17.29,11.99,3.07,7.5
2010-09-15,17.11,16.82,2.42,9.36
2010-09-16,9.8,11.58,3.97,8.39
2010-09-17,7.1,3.62,-1.03,0.91
2010-09-18,4,8.03,-1.05,4.11
2010-09-19,4.94,12.97,5.57,8.61
2010-09-20,7.95,9.91,4.96,6.48
2010-09-21,9.1,9.06,1.06,5.15
2010-09-22,14.01,9.61,-0.6,3.98
2010-09-23,7.07,10.24,-3.43,3.83
2010-09-24,8.81,9.62,3.05,5.19
2010-09-25,17.56,18.3,3.08,9.5
2010-09-26,8.26,15.89,4.82,9.76
2010-09-27,12.29,18.25,7.21,12.04
2010-09-28,12.39,18.17,8.37,12.45
2010-09-29,16.62,18.65,6.5,11.83
2010-09-30,16.71,17.77,3.23,10.4
2010-10-01,15.62,19.65,1.51,10.42
2010-10-02,16.3,19.05,7.23,12.06
2010-10-03,8.78,20.88,8.46,13.87
2010-10-04,5.07,9.94,5.86,7.64
2010-10-05,11.15,12.91,2.64,7.17
2010-10-06,14.8,16.87,1.01,8.97
2010-10-07,4.69,13.21,5.97,8.7
2010-10-08,5.41,9.09,5.45,6.84
2010-10-09,6.99,12.63,4.11,7.36
2010-10-10,4.26,12.34,6.9,9.04
2010-10-11,8.35,6.65,-1.86,2.96
2010-10-12,12.81,8.7,-2.52,1.5
2010-10-13,11.39,10.6,-2.4,2.82
2010-10-14,12.71,13.96,-0.99,5.32
2010-10-15,10.73,5.76,-2.47,2.92
2010-10-16,12.73,6.3,-3.11,0.38
2010-10-17,13.47,6.32,-4.02,0.43
2010-10-18,11.42,6.91,-3.78,0.34
2010-10-19,12.33,8.37,-3.21,0.69
2010-10-20,11.94,10.88,-3.34,3.12
2010-10-21,12.13,12.83,-0.42,5.43
2010-10-22,7.47,6.98,1.76,4.39
2010-10-23,3.58,6.49,0.88,2.98
2010-10-24,3.18,4.15,-0.57,1.59
2010-10-25,3.36,1.9,-2.43,-0.8
2010-10-26,3.62,-0.18,-4.04,-2.34
2010-10-27,5.8,-0.62,-9.59,-4.33
2010-10-28,3.67,1.3,-7.44,-2.55
2010-10-29,3.4,0.29,-4.51,-1.86
2010-10-30,5.82,1.85,-5.73,-2.18
2010-10-31,3.85,1.33,-1.8,0.13
2010-11-01,4.67,3.68,-1.03,1.7
2010-11-02,6.91,5,-3.47,1.84
2010-11-03,9.69,7.83,-2.92,0.61
2010-11-04,9.32,7.56,-1.31,1.69
2010-11-05,5.03,7.35,-0.16,3.02
2010-11-06,4.43,9.61,0.08,4.3
2010-11-07,2.71,7.06,-0.23,3.48
2010-11-08,3.78,0.59,-3.59,-1.01
2010-11-09,5.06,-1.1,-5.69,-4.07
2010-11-10,6.89,0.47,-9.08,-4.2
2010-11-11,2.4,-0.62,-10.57,-5.35
2010-11-12,3.79,-1.18,-5.79,-3.68
2010-11-13,1.85,-1.88,-5.99,-4.36
2010-11-14,2.6,-0.58,-5.17,-3
2010-11-15,3.56,-0.09,-5.55,-2.2
2010-11-16,1.71,0.23,-14.65,-8.01
2010-11-17,2.35,-2.61,-13.33,-6.96
